SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER,FACE VALUE
YESBANK,Yes Bank Limited,EQ,12-Jul-2005,INE528G01035,2
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-Sep-1998,INE256A01028,1
ZEELEARN,Zee Learn Limited,EQ,20-Dec-2010,INE565L01011,1
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-Jan-2007,INE966H01019,1
ZENITHEXPO,Zenith Exports Limited,EQ,10-Jul-1996,INE058B01018,10
ZENSARTECH,Zensar Technologies Limited,EQ,09-Jul-2003,INE520A01027,2
ZENTEC,Zen Technologies Limited,EQ,30-Mar-2015,INE251B01027,1
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-Sep-1995,INE206B01013,10
ZODJRDMKJ,Zodiac JRD- MKJ Limited,EQ,19-Jul-1995,INE077B01018,10
ZOMATO,Zomato Limited,EQ,23-Jul-2021,INE758T01015,1
ZOTA,Zota Health Care LImited,EQ,19-Aug-2019,INE358U01012,10
ZUARI,Zuari Agro Chemicals Limited,BE,27-Nov-2012,INE840M01016,10
ZUARIGLOB,Zuari Global Limited,BE,12-Apr-1995,INE217A01012,10
ZYDUSWELL,Zydus Wellness Limited,EQ,13-Nov-2009,INE768C01010,10
